Row_ID_O6G3A1_R6|Order_ID|Order_Date|Ship_Date|Ship_Mode|Customer_ID|Customer_Name|Segment|Country|City|State|Region|Product_ID|Category|Sub_Category|Product_Name|Sales|Quantity|Profit|Returns|Payment_Mode|ind1|ind2
4360|CA-2020-162565|2020-12-11|2020-12-11|Same Day|RR-19315|Ralph Ritter|Consumer|United States|Aurora|Illinois|Central|FUR-CH-10003973|Furniture|Chairs|GuestStacker Chair with Chrome Finish Legs|775.4639892578125|2|-14.870400428771973|#N/A|COD||
4361|CA-2019-127642|2019-05-21|2019-05-23|First Class|CP-12340|Christine Phan|Corporate|United States|Warwick|Rhode Island|East|OFF-PA-10000565|Office Supplies|Paper|Easy-staple paper|111.95999908447266|2|54.86040115356445|#N/A|COD||
4362|US-2020-163195|2020-02-17|2020-02-21|Second Class|LL-16840|Lauren Leatherbury|Consumer|United States|Lafayette|Louisiana|South|TEC-PH-10003875|Technology|Phones|KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7|125.16000366210938|3|8.456399917602539|#N/A|Online||
4363|CA-2020-111332|2020-05-20|2020-05-22|Second Class|NC-18340|Nat Carroll|Consumer|United States|Fargo|North Dakota|Central|OFF-AR-10001953|Office Supplies|Art|Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener|174.94000244140625|3|35.62379837036133|#N/A|COD||
4364|CA-2020-111332|2020-05-20|2020-05-22|Second Class|NC-18340|Nat Carroll|Consumer|United States|Fargo|North Dakota|Central|OFF-AR-10001374|Office Supplies|Art|BIC Brite Liner Highlighters, Chisel Tip|137.9199981689453|4|8.294400215148926|#N/A|Cards||
4365|CA-2020-111332|2020-05-20|2020-05-22|Second Class|NC-18340|Nat Carroll|Consumer|United States|Fargo|North Dakota|Central|OFF-ST-10003816|Office Supplies|Storage|Fellowes High-Stak Drawer Files|725.760009765625|4|162.0948028564453|#N/A|Online||
4366|CA-2020-111332|2020-05-20|2020-05-22|Second Class|NC-18340|Nat Carroll|Consumer|United States|Fargo|North Dakota|Central|OFF-FA-10001843|Office Supplies|Fasteners|Staples|95.41000366210938|3|3.4827001094818115|#N/A|COD||
4367|CA-2020-111332|2020-05-20|2020-05-22|Second Class|NC-18340|Nat Carroll|Consumer|United States|Fargo|North Dakota|Central|OFF-AR-10000657|Office Supplies|Art|Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box|148.5|10|7.09499979019165|#N/A|Cards||
4368|CA-2020-117044|2020-09-11|2020-09-13|Second Class|HA-14920|Helen Andreada|Consumer|United States|Chicago|Illinois|Central|OFF-FA-10000936|Office Supplies|Fasteners|Acco Hot Clips Clips to Go|101.52799987792969|4|3.2899999618530273|#N/A|COD||
4369|CA-2020-117044|2020-09-11|2020-09-13|Second Class|HA-14920|Helen Andreada|Consumer|United States|Chicago|Illinois|Central|OFF-PA-10003657|Office Supplies|Paper|Xerox 1927|107.54399871826172|6|6.420000076293945|#N/A|COD||
4370|US-2019-165078|2019-11-05|2019-11-10|Standard Class|MA-17995|Michelle Arnett|Home Office|United States|Lawrence|Indiana|Central|OFF-BI-10001989|Office Supplies|Binders|Premium Transparent Presentation Covers by GBC|104.9000015258789|5|50.35200119018555|#N/A|Cards||
4371|US-2019-165078|2019-11-05|2019-11-10|Standard Class|MA-17995|Michelle Arnett|Home Office|United States|Lawrence|Indiana|Central|OFF-AR-10002987|Office Supplies|Art|Prismacolor Color Pencil Set|39.68000030517578|2|16.268800735473633|#N/A|Cards||
4372|US-2019-165078|2019-11-05|2019-11-10|Standard Class|MA-17995|Michelle Arnett|Home Office|United States|Lawrence|Indiana|Central|OFF-LA-10000414|Office Supplies|Labels|Avery 503|51.75|5|24.84000015258789|#N/A|Cards||
4373|US-2020-169320|2020-07-23|2020-07-25|Second Class|LH-16900|Lena Hernandez|Consumer|United States|Elkhart|Indiana|Central|OFF-AR-10003602|Office Supplies|Art|Quartet Omega Colored Chalk, 12/Pack|88.68000030517578|2|5.48960018157959|#N/A|COD||
4374|US-2020-169320|2020-07-23|2020-07-25|Second Class|LH-16900|Lena Hernandez|Consumer|United States|Elkhart|Indiana|Central|TEC-AC-10002550|Technology|Accessories|Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack|191.75|5|11.182499885559082|#N/A|Online||
4375|CA-2019-158575|2019-11-18|2019-11-24|Standard Class|SB-20290|Sean Braxton|Corporate|United States|Kent|Ohio|East|OFF-AP-10002998|Office Supplies|Appliances|Holmes 99% HEPA Air Purifier|103.96800231933594|6|16.894800186157227|#N/A|Online||
4387|CA-2019-156811|2019-10-27|2019-11-02|Standard Class|BP-11095|Bart Pistole|Corporate|United States|San Francisco|California|West|OFF-AP-10001366|Office Supplies|Appliances|Staple holder|43.91999816894531|4|11.858400344848633|#N/A|COD||
4388|CA-2019-156811|2019-10-27|2019-11-02|Standard Class|BP-11095|Bart Pistole|Corporate|United States|San Francisco|California|West|OFF-BI-10001628|Office Supplies|Binders|"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"|25.031999588012695|3|7.822500228881836|#N/A|Online||
4389|CA-2020-111556|2020-11-20|2020-11-22|First Class|CD-11920|Carlos Daly|Consumer|United States|New York City|New York|East|OFF-PA-10003651|Office Supplies|Paper|Xerox 1968|115.76000213623047|7|22.444799423217773|1|COD||
4390|CA-2020-111556|2020-11-20|2020-11-22|First Class|CD-11920|Carlos Daly|Consumer|United States|New York City|New York|East|FUR-BO-10003159|Furniture|Bookcases|Sauder Camden County Collection Libraries, Planked Cherry Finish|226.96800231933594|2|-25.29560089111328|1|Cards||
4391|CA-2020-111556|2020-11-20|2020-11-22|First Class|CD-11920|Carlos Daly|Consumer|United States|New York City|New York|East|TEC-PH-10001459|Technology|Phones|Samsung Galaxy Mega 6.3|1289.969970703125|3|327.5921936035156|1|Online||
4392|CA-2020-111556|2020-11-20|2020-11-22|First Class|CD-11920|Carlos Daly|Consumer|United States|New York City|New York|East|OFF-AR-10004602|Office Supplies|Art|Boston KS Multi-Size Manual Pencil Sharpener|112.97000122070312|3|19.311599731445312|1|Online||
4393|CA-2019-108868|2019-09-08|2019-09-12|Standard Class|KB-16585|Ken Black|Corporate|United States|Dallas|Texas|Central|OFF-AR-10001953|Office Supplies|Art|Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener|70.36799621582031|2|6.157199859619141|#N/A|COD||
4394|CA-2019-108868|2019-09-08|2019-09-12|Standard Class|KB-16585|Ken Black|Corporate|United States|Dallas|Texas|Central|TEC-PH-10000923|Technology|Phones|Belkin SportFit Armband For iPhone 5s/5c, Fuchsia|59.959999084472656|5|21.73550033569336|#N/A|Cards||
4397|CA-2019-148740|2019-11-15|2019-11-19|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|San Diego|California|West|TEC-PH-10002549|Technology|Phones|Polycom SoundPoint IP 450 VoIP phone|361.3760070800781|2|27.103200912475586|#N/A|Online||
4400|CA-2019-131737|2019-03-17|2019-03-17|Same Day|GZ-14470|Gary Zandusky|Consumer|United States|Columbia|Maryland|East|OFF-EN-10003055|Office Supplies|Envelopes|Blue String-Tie & Button Interoffice Envelopes, 10 x 13|199.89999389648438|5|89.95500183105469|#N/A|COD||
4401|CA-2019-131737|2019-03-17|2019-03-17|Same Day|GZ-14470|Gary Zandusky|Consumer|United States|Columbia|Maryland|East|OFF-AP-10002945|Office Supplies|Appliances|Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room|901.9500122070312|3|297.64349365234375|#N/A|Online||
4402|CA-2019-131737|2019-03-17|2019-03-17|Same Day|GZ-14470|Gary Zandusky|Consumer|United States|Columbia|Maryland|East|FUR-FU-10004306|Furniture|Furnishings|Electrix Halogen Magnifier Lamp|971.5|5|252.58999633789062|#N/A|COD||
4403|CA-2019-114538|2019-12-26|2019-12-27|First Class|RC-19825|Roy Collins|Consumer|United States|Colorado Springs|Colorado|West|OFF-AR-10002445|Office Supplies|Art|SANFORD Major Accent Highlighters|11.32800006866455|2|2.548799991607666|#N/A|Online||
4407|CA-2019-100041|2019-11-20|2019-11-25|Standard Class|BF-10975|Barbara Fisher|Corporate|United States|Columbus|Indiana|Central|OFF-PA-10001622|Office Supplies|Paper|"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"|9.079999923706055|2|4.085999965667725|#N/A|Online||
4408|CA-2019-100041|2019-11-20|2019-11-25|Standard Class|BF-10975|Barbara Fisher|Corporate|United States|Columbus|Indiana|Central|OFF-PA-10000418|Office Supplies|Paper|Xerox 189|314.54998779296875|3|150.98399353027344|#N/A|Cards||
4409|CA-2019-100041|2019-11-20|2019-11-25|Standard Class|BF-10975|Barbara Fisher|Corporate|United States|Columbus|Indiana|Central|OFF-BI-10000343|Office Supplies|Binders|"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"|4.909999847412109|1|2.3076999187469482|#N/A|Cards||
4415|CA-2020-132339|2020-08-19|2020-08-23|Standard Class|JB-15400|Jennifer Braxton|Corporate|United States|Lawrence|Massachusetts|East|OFF-BI-10003925|Office Supplies|Binders|Fellowes PB300 Plastic Comb Binding Machine|404.989990234375|1|182.3553009033203|#N/A|COD||
4418|CA-2020-112900|2020-04-09|2020-04-12|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Detroit|Michigan|Central|OFF-BI-10002867|Office Supplies|Binders|GBC Recycled Regency Composition Covers|493.239990234375|8|219.9904022216797|#N/A|Online||
4423|CA-2020-159464|2020-05-18|2020-05-19|First Class|TB-21355|Todd Boyes|Corporate|United States|Sandy Springs|Georgia|South|OFF-AP-10001492|Office Supplies|Appliances|Acco Six-Outlet Power Strip, 4' Cord Length|103.23999786376953|2|4.482399940490723|#N/A|COD||
4424|CA-2020-159464|2020-05-18|2020-05-19|First Class|TB-21355|Todd Boyes|Corporate|United States|Sandy Springs|Georgia|South|FUR-BO-10003546|Furniture|Bookcases|Hon 4-Shelf Metal Bookcases|350.94000244140625|3|75.73500061035156|#N/A|COD||
4425|CA-2020-159464|2020-05-18|2020-05-19|First Class|TB-21355|Todd Boyes|Corporate|United States|Sandy Springs|Georgia|South|TEC-PH-10002185|Technology|Phones|QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3|129.75|5|15.637499809265137|#N/A|Online||
4426|CA-2020-159464|2020-05-18|2020-05-19|First Class|TB-21355|Todd Boyes|Corporate|United States|Sandy Springs|Georgia|South|OFF-BI-10000315|Office Supplies|Binders|Poly Designer Cover & Back|138.94000244140625|6|54.691200256347656|#N/A|Online||
4427|CA-2020-159464|2020-05-18|2020-05-19|First Class|TB-21355|Todd Boyes|Corporate|United States|Sandy Springs|Georgia|South|TEC-PH-10002350|Technology|Phones|Apple EarPods with Remote and Mic|149.97999572753906|2|15.674400329589844|#N/A|COD||
4428|US-2020-103226|2020-09-22|2020-09-28|Standard Class|DW-13195|David Wiener|Corporate|United States|Albuquerque|New Mexico|West|OFF-PA-10002666|Office Supplies|Paper|Southworth 25% Cotton Linen-Finish Paper & Envelopes|142.17999267578125|3|12.230999946594238|#N/A|COD||
4429|CA-2020-119452|2020-03-21|2020-03-27|Standard Class|CL-12565|Clay Ludtke|Consumer|United States|Tulsa|Oklahoma|Central|FUR-CH-10004495|Furniture|Chairs|Global Leather and Oak Executive Chair, Black|1839.8800048828125|6|523.7052001953125|#N/A|Cards||
4430|CA-2020-147725|2020-09-14|2020-09-14|Same Day|LT-17110|Liz Thompson|Consumer|United States|Orange|New Jersey|East|OFF-AR-10001725|Office Supplies|Art|Boston Home & Office Model 2000 Electric Pencil Sharpeners|150.9499969482422|3|18.44700050354004|#N/A|Online||
4431|CA-2019-168893|2019-11-03|2019-11-08|Second Class|AP-10915|Arthur Prichep|Consumer|United States|Henderson|Kentucky|South|OFF-FA-10002280|Office Supplies|Fasteners|Advantus Plastic Paper Clips|20.0|4|9.600000381469727|#N/A|Online||
4432|CA-2019-168893|2019-11-03|2019-11-08|Second Class|AP-10915|Arthur Prichep|Consumer|United States|Henderson|Kentucky|South|OFF-AR-10001770|Office Supplies|Art|Economy #2 Pencils|7.980000019073486|3|2.0748000144958496|#N/A|COD||
4433|CA-2019-168893|2019-11-03|2019-11-08|Second Class|AP-10915|Arthur Prichep|Consumer|United States|Henderson|Kentucky|South|FUR-FU-10002885|Furniture|Furnishings|Magna Visual Magnetic Picture Hangers|24.100000381469727|5|9.157999992370605|#N/A|Cards||
4434|CA-2019-168893|2019-11-03|2019-11-08|Second Class|AP-10915|Arthur Prichep|Consumer|United States|Henderson|Kentucky|South|OFF-AR-10003772|Office Supplies|Art|Boston 16750 Black Compact Battery Pencil Sharpener|8.75|1|2.625|#N/A|Online||
4435|CA-2019-168893|2019-11-03|2019-11-08|Second Class|AP-10915|Arthur Prichep|Consumer|United States|Henderson|Kentucky|South|FUR-TA-10003392|Furniture|Tables|Global Adaptabilities Conference Tables|842.9400024414062|3|160.15859985351562|#N/A|Online||
4436|CA-2019-163398|2019-05-03|2019-05-08|Standard Class|CB-12415|Christy Brittain|Consumer|United States|Chicago|Illinois|Central|OFF-BI-10000014|Office Supplies|Binders|Heavy-Duty E-Z-D Binders|2.181999921798706|1|-3.6003000736236572|#N/A|Cards||
4437|CA-2019-163398|2019-05-03|2019-05-08|Standard Class|CB-12415|Christy Brittain|Consumer|United States|Chicago|Illinois|Central|OFF-AR-10003217|Office Supplies|Art|Newell 316|27.384000778198242|7|2.7383999824523926|#N/A|Cards||
4438|CA-2019-163398|2019-05-03|2019-05-08|Standard Class|CB-12415|Christy Brittain|Consumer|United States|Chicago|Illinois|Central|OFF-AP-10002403|Office Supplies|Appliances|Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors|26.4060001373291|3|-71.29620361328125|#N/A|COD||
4439|CA-2019-162726|2019-12-27|2020-01-02|Standard Class|MT-17815|Meg Tillman|Consumer|United States|Port Arthur|Texas|Central|OFF-PA-10001972|Office Supplies|Paper|Xerox 214|10.368000030517578|2|3.6287999153137207|#N/A|Online||
4440|CA-2019-162726|2019-12-27|2020-01-02|Standard Class|MT-17815|Meg Tillman|Consumer|United States|Port Arthur|Texas|Central|OFF-PA-10004041|Office Supplies|Paper|"It's Hot Message Books with Stickers, 2 3/4"" x 5"""|23.68000030517578|4|7.400000095367432|#N/A|Online||
4441|US-2019-111290|2019-07-22|2019-07-26|Standard Class|DK-13375|Dennis Kane|Consumer|United States|Westland|Michigan|Central|TEC-AC-10004975|Technology|Accessories|Plantronics Audio 995 Wireless Stereo Headset|109.94999694824219|1|36.28350067138672|#N/A|COD||
4442|US-2019-111290|2019-07-22|2019-07-26|Standard Class|DK-13375|Dennis Kane|Consumer|United States|Westland|Michigan|Central|OFF-ST-10001932|Office Supplies|Storage|Fellowes Staxonsteel Drawer Files|965.8499755859375|5|135.218994140625|#N/A|COD||
4443|US-2019-111290|2019-07-22|2019-07-26|Standard Class|DK-13375|Dennis Kane|Consumer|United States|Westland|Michigan|Central|OFF-AR-10001761|Office Supplies|Art|Avery Hi-Liter Smear-Safe Highlighters|29.200000762939453|5|10.51200008392334|#N/A|COD||
4444|US-2019-111290|2019-07-22|2019-07-26|Standard Class|DK-13375|Dennis Kane|Consumer|United States|Westland|Michigan|Central|OFF-PA-10002262|Office Supplies|Paper|Xerox 192|32.400001525878906|5|15.552000045776367|#N/A|Online||
4452|CA-2019-147137|2019-07-04|2019-07-06|First Class|AA-10645|Anna Andreadi|Consumer|United States|San Francisco|California|West|FUR-FU-10000221|Furniture|Furnishings|Master Caster Door Stop, Brown|25.399999618530273|5|8.63599967956543|#N/A|Cards||
4453|CA-2019-147137|2019-07-04|2019-07-06|First Class|AA-10645|Anna Andreadi|Consumer|United States|San Francisco|California|West|OFF-EN-10003567|Office Supplies|Envelopes|"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"|43.959999084472656|2|20.66119956970215|#N/A|COD||
4454|CA-2019-147137|2019-07-04|2019-07-06|First Class|AA-10645|Anna Andreadi|Consumer|United States|San Francisco|California|West|FUR-BO-10001811|Furniture|Bookcases|Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors|1279.1650390625|5|225.73500061035156|#N/A|COD||
4455|CA-2019-147137|2019-07-04|2019-07-06|First Class|AA-10645|Anna Andreadi|Consumer|United States|San Francisco|California|West|OFF-ST-10002486|Office Supplies|Storage|Eldon Shelf Savers Cubes and Bins|27.920000076293945|4|0.5583999752998352|#N/A|Cards||
4458|CA-2020-115175|2020-08-07|2020-08-12|Standard Class|MC-17575|Matt Collins|Consumer|United States|San Jose|California|West|OFF-PA-10001878|Office Supplies|Paper|Xerox 1891|269.54998779296875|5|114.9384994506836|#N/A|Online||
4459|CA-2020-105851|2020-03-13|2020-03-20|Standard Class|SE-20110|Sanjit Engle|Consumer|United States|Denver|Colorado|West|OFF-SU-10002881|Office Supplies|Supplies|Martin Yale Chadless Opener Electric Letter Opener|1346.4959716796875|2|-299.8116149902344|#N/A|Cards||
4460|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|FUR-FU-10001979|Furniture|Furnishings|Dana Halogen Swing-Arm Architect Lamp|154.7760009765625|1|3.277600049972534|#N/A|COD||
4461|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|OFF-ST-10001522|Office Supplies|Storage|Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h|186.1840057373047|2|-29.436800003051758|#N/A|Online||
4462|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|TEC-AC-10003657|Technology|Accessories|Lenovo 17-Key USB Numeric Keypad|142.38400268554688|2|1.3595999479293823|#N/A|COD||
4463|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|OFF-BI-10001718|Office Supplies|Binders|GBC DocuBind P50 Personal Binding Machine|126.7760009765625|4|-58.86159896850586|#N/A|COD||
4464|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|OFF-PA-10003022|Office Supplies|Paper|Xerox 1992|93.35199737548828|3|5.202600002288818|#N/A|Online||
4465|US-2020-125717|2020-09-28|2020-10-01|First Class|DS-13030|Darrin Sayre|Home Office|United States|Aurora|Colorado|West|OFF-AP-10000891|Office Supplies|Appliances|Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center|254.79200744628906|2|26.224000930786133|#N/A|Online||
4467|CA-2020-168641|2020-11-24|2020-12-01|Standard Class|KA-16525|Kelly Andreada|Consumer|United States|New York City|New York|East|OFF-AR-10003759|Office Supplies|Art|Crayola Anti Dust Chalk, 12/Pack|128.3800048828125|9|7.370999813079834|#N/A|COD||
4468|CA-2020-168641|2020-11-24|2020-12-01|Standard Class|KA-16525|Kelly Andreada|Consumer|United States|New York City|New York|East|OFF-EN-10003001|Office Supplies|Envelopes|Ames Color-File Green Diamond Border X-ray Mailers|194.9600067138672|2|78.94120025634766|#N/A|COD||
4469|CA-2020-168641|2020-11-24|2020-12-01|Standard Class|KA-16525|Kelly Andreada|Consumer|United States|New York City|New York|East|FUR-BO-10000780|Furniture|Bookcases|O'Sullivan Plantations 2-Door Library in Landvery Oak|371.5679931640625|2|-16.078399658203125|#N/A|COD||
4470|CA-2020-168641|2020-11-24|2020-12-01|Standard Class|KA-16525|Kelly Andreada|Consumer|United States|New York City|New York|East|OFF-PA-10001972|Office Supplies|Paper|Xerox 214|111.95999908447266|2|6.220799922943115|#N/A|COD||
4471|CA-2020-156895|2020-05-08|2020-05-12|Standard Class|DJ-13510|Don Jones|Corporate|United States|Philadelphia|Pennsylvania|East|FUR-CH-10003535|Furniture|Chairs|Global Armless Task Chair, Royal Blue|141.05799865722656|3|-23.78219985961914|#N/A|Online||
4472|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|FUR-CH-10003774|Furniture|Chairs|Global Wood Trimmed Manager's Task Chair, Khaki|100.68599700927734|1|-15.46660041809082|#N/A|COD||
4473|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|TEC-AC-10004571|Technology|Accessories|Logitech G700s Rechargeable Gaming Mouse|278.97601318359375|3|65.99340057373047|#N/A|Online||
4474|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|FUR-TA-10004442|Furniture|Tables|Riverside Furniture Stanwyck Manor Table Series|372.2200012207031|2|-189.3209991455078|#N/A|Cards||
4475|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|85.552001953125|3|5.44320011138916|#N/A|Cards||
4476|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|FUR-FU-10004586|Furniture|Furnishings|G.E. Longer-Life Indoor Recessed Floodlight Bulbs|111.24800109863281|4|7.436800003051758|#N/A|Cards||
4477|CA-2020-121300|2020-09-29|2020-09-29|Same Day|MG-17680|Maureen Gastineau|Home Office|United States|Mentor|Ohio|East|OFF-PA-10002606|Office Supplies|Paper|Xerox 1928|122.447998046875|2|2.640000104904175|#N/A|COD||
4478|CA-2020-130211|2020-10-22|2020-10-22|Same Day|BD-11620|Brian DeCherney|Consumer|United States|Lawton|Oklahoma|Central|OFF-ST-10000129|Office Supplies|Storage|Fellowes Recycled Storage Drawers|343.0899963378906|3|23.316299438476562|#N/A|COD||
4479|CA-2020-130211|2020-10-22|2020-10-22|Same Day|BD-11620|Brian DeCherney|Consumer|United States|Lawton|Oklahoma|Central|FUR-TA-10003748|Furniture|Tables|Bevis 36 x 72 Conference Tables|293.9800109863281|2|54.77560043334961|#N/A|COD||
4481|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-FA-10001561|Office Supplies|Fasteners|Stockwell Push Pins|15.260000228881836|7|5.035799980163574|#N/A|Online||
4482|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-AP-10002998|Office Supplies|Appliances|Holmes 99% HEPA Air Purifier|43.31999969482422|2|14.295599937438965|#N/A|Online||
4483|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-BI-10003981|Office Supplies|Binders|"Avery Durable Plastic 1"" Binders"|43.58399963378906|12|15.799200057983398|#N/A|Online||
4484|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-PA-10001725|Office Supplies|Paper|Xerox 1892|116.27999877929688|3|56.97719955444336|#N/A|Online||
4485|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-BI-10002071|Office Supplies|Binders|Fellowes Black Plastic Comb Bindings|9.295999526977539|2|3.021199941635132|#N/A|Online||
4486|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-PA-10000477|Office Supplies|Paper|Xerox 22|19.440000534057617|3|9.331199645996094|#N/A|Cards||
4487|CA-2019-109365|2019-11-03|2019-11-08|Standard Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|West|OFF-PA-10004359|Office Supplies|Paper|Multicolor Computer Printout Paper|314.54998779296875|3|150.98399353027344|#N/A|Cards||
4491|CA-2020-105921|2020-08-14|2020-08-21|Standard Class|JM-15250|Janet Martin|Consumer|United States|Los Angeles|California|West|FUR-TA-10001095|Furniture|Tables|Chromcraft Round Conference Tables|450.2959899902344|3|5.228700160980225|#N/A|COD||
4496|CA-2020-112753|2020-06-18|2020-06-23|Standard Class|CC-12670|Craig Carreira|Consumer|United States|Los Angeles|California|West|FUR-BO-10004015|Furniture|Bookcases|Bush Andora Bookcase, Maple/Graphite Gray Finish|965.9235229492188|9|75.59369659423828|1|Online||
4497|CA-2020-112753|2020-06-18|2020-06-23|Standard Class|CC-12670|Craig Carreira|Consumer|United States|Los Angeles|California|West|OFF-PA-10002036|Office Supplies|Paper|Xerox 1930|138.8800048828125|6|19.05120086669922|1|COD||
4498|CA-2020-155075|2020-12-02|2020-12-09|Standard Class|GW-14605|Giulietta Weimer|Consumer|United States|Philadelphia|Pennsylvania|East|OFF-BI-10003650|Office Supplies|Binders|GBC DocuBind 300 Electric Binding Machine|155.17599487304688|4|-462.8623962402344|#N/A|COD||
4500|CA-2019-124814|2019-04-10|2019-04-16|Standard Class|FM-14215|Filia McAdams|Corporate|United States|Bakersfield|California|West|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|12.960000038146973|2|6.220799922943115|#N/A|COD||
4501|CA-2019-124814|2019-04-10|2019-04-16|Standard Class|FM-14215|Filia McAdams|Corporate|United States|Bakersfield|California|West|OFF-BI-10000174|Office Supplies|Binders|Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear|23.200000762939453|5|8.119999885559082|#N/A|COD||
4510|CA-2020-167003|2020-05-23|2020-05-29|Standard Class|VS-21820|Vivek Sundaresam|Consumer|United States|Los Angeles|California|West|FUR-TA-10001520|Furniture|Tables|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table|220.28799438476562|3|-6.423299789428711|1|Cards||
4511|CA-2019-119935|2019-11-10|2019-11-14|Standard Class|KM-16225|Kalyca Meade|Corporate|United States|Springfield|Missouri|Central|FUR-FU-10001085|Furniture|Furnishings|3M Polarizing Light Filter Sleeves|37.29999923706055|2|17.158000946044922|#N/A|Cards||
4512|CA-2019-119935|2019-11-10|2019-11-14|Standard Class|KM-16225|Kalyca Meade|Corporate|United States|Springfield|Missouri|Central|OFF-BI-10001597|Office Supplies|Binders|"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"|81.95999908447266|2|39.34080123901367|#N/A|Online||
4513|CA-2019-118969|2019-10-02|2019-10-03|First Class|LP-17095|Liz Preis|Consumer|United States|Phoenix|Arizona|West|OFF-BI-10002429|Office Supplies|Binders|Premier Elliptical Ring Binder, Black|54.79199981689453|6|-40.18080139160156|#N/A|Online||
4514|CA-2019-145240|2019-09-06|2019-09-08|First Class|BG-11740|Bruce Geld|Consumer|United States|Houston|Texas|Central|OFF-ST-10001590|Office Supplies|Storage|Tenex Personal Project File with Scoop Front Design, Black|10.784000396728516|1|0.8087999820709229|#N/A|Cards||
4515|CA-2019-120873|2019-10-27|2019-11-01|Second Class|BW-11200|Ben Wallace|Consumer|United States|Hampton|Virginia|South|FUR-CH-10000847|Furniture|Chairs|Global Executive Mid-Back Manager's Chair|290.9800109863281|1|75.65480041503906|#N/A|COD||
4516|US-2020-111920|2020-10-22|2020-10-26|Standard Class|PS-18970|Paul Stevenson|Home Office|United States|Tulsa|Oklahoma|Central|OFF-AR-10003179|Office Supplies|Art|Dixon Ticonderoga Core-Lock Colored Pencils|150.44000244140625|4|12.025199890136719|#N/A|Online||
